deck_file,output_file,vdd,temp,width_inv,width_p1,width_p2,width_p3,width_p4,width_n1,width_n2,width_n3,width_n4,cload,switching_input,static_input,static_state
spice/generated/xor2_0311.cir,spice/outputs/xor2_0311_output.txt,1.58,86.4,1.298,1.396,1.695,1.322,0.783,1.823,1.156,0.875,1.572,13.27,b,a,0
spice/generated/xor2_0312.cir,spice/outputs/xor2_0312_output.txt,1.558,29.7,0.74,1.647,1.865,1.711,1.527,0.927,1.614,1.713,1.119,17.22,a,b,0
spice/generated/xor2_0313.cir,spice/outputs/xor2_0313_output.txt,1.574,65.1,1.118,0.908,1.434,0.782,0.529,0.574,1.302,0.779,0.653,6.11,b,a,0
spice/generated/xor2_0314.cir,spice/outputs/xor2_0314_output.txt,1.54,-15.1,0.994,1.013,0.967,1.699,1.997,1.196,1.687,0.995,1.765,19.08,a,b,1
spice/generated/xor2_0315.cir,spice/outputs/xor2_0315_output.txt,1.865,-28.2,0.97,0.788,1.762,1.726,1.742,0.683,1.652,0.873,1.657,9.42,a,b,0
spice/generated/xor2_0316.cir,spice/outputs/xor2_0316_output.txt,1.677,87.2,1.021,1.973,1.209,1.522,0.968,0.985,1.444,0.563,1.906,10.9,b,a,1
spice/generated/xor2_0317.cir,spice/outputs/xor2_0317_output.txt,1.783,-7.2,1.388,1.795,0.827,0.669,1.449,0.987,0.751,0.914,0.679,15.99,a,b,0
spice/generated/xor2_0318.cir,spice/outputs/xor2_0318_output.txt,1.749,74.0,1.188,0.732,1.656,0.873,1.25,1.529,1.008,1.954,1.639,2.14,b,a,0
spice/generated/xor2_0319.cir,spice/outputs/xor2_0319_output.txt,1.821,90.6,0.626,0.849,1.973,1.683,1.635,1.708,1.158,0.789,1.534,7.81,a,b,1
spice/generated/xor2_0320.cir,spice/outputs/xor2_0320_output.txt,1.939,40.1,0.938,0.942,1.546,0.785,0.78,1.021,1.599,0.913,1.747,18.38,a,b,0
spice/generated/xor2_0321.cir,spice/outputs/xor2_0321_output.txt,1.719,34.1,1.319,1.312,1.181,1.664,1.259,1.6,1.824,1.43,1.046,12.78,b,a,0
spice/generated/xor2_0322.cir,spice/outputs/xor2_0322_output.txt,1.795,48.9,0.887,1.286,1.246,1.327,1.42,0.984,1.461,0.666,1.285,2.27,a,b,0
spice/generated/xor2_0323.cir,spice/outputs/xor2_0323_output.txt,1.924,-6.7,0.985,0.648,1.357,1.754,1.487,1.289,1.552,0.884,1.05,12.51,a,b,0
spice/generated/xor2_0324.cir,spice/outputs/xor2_0324_output.txt,1.958,-5.6,0.991,1.835,0.62,1.702,0.591,1.337,1.907,1.124,1.054,14.46,b,a,0
spice/generated/xor2_0325.cir,spice/outputs/xor2_0325_output.txt,1.841,97.7,0.578,0.824,1.279,0.652,0.847,1.078,0.79,1.485,1.355,19.0,b,a,0
spice/generated/xor2_0326.cir,spice/outputs/xor2_0326_output.txt,1.86,55.1,1.174,1.554,1.141,0.656,1.689,1.325,1.257,1.486,1.301,12.4,b,a,1
spice/generated/xor2_0327.cir,spice/outputs/xor2_0327_output.txt,1.73,124.5,1.345,1.119,1.45,1.739,0.985,0.861,1.318,1.063,1.325,15.15,b,a,1
spice/generated/xor2_0328.cir,spice/outputs/xor2_0328_output.txt,1.668,25.5,1.226,1.974,1.394,1.276,1.99,0.953,0.951,0.833,1.784,1.41,b,a,0
spice/generated/xor2_0329.cir,spice/outputs/xor2_0329_output.txt,1.457,36.0,0.656,0.897,1.834,0.875,0.884,0.95,1.356,1.354,0.826,2.47,b,a,1
spice/generated/xor2_0330.cir,spice/outputs/xor2_0330_output.txt,1.504,96.2,1.19,1.364,1.861,1.393,0.951,1.596,1.364,0.618,0.584,15.65,b,a,1
spice/generated/xor2_0331.cir,spice/outputs/xor2_0331_output.txt,1.65,103.2,1.37,0.84,1.479,1.403,0.517,1.666,1.074,0.957,0.562,11.26,a,b,1
spice/generated/xor2_0332.cir,spice/outputs/xor2_0332_output.txt,1.701,-3.6,0.551,1.597,1.089,1.168,1.393,1.257,0.833,0.935,1.091,3.51,a,b,1
spice/generated/xor2_0333.cir,spice/outputs/xor2_0333_output.txt,1.743,-31.9,0.899,0.628,1.253,1.661,0.696,0.702,1.339,1.232,1.478,4.73,a,b,0
spice/generated/xor2_0334.cir,spice/outputs/xor2_0334_output.txt,1.443,88.2,0.823,1.886,0.634,1.508,1.135,1.022,0.981,1.391,0.536,6.79,b,a,1
spice/generated/xor2_0335.cir,spice/outputs/xor2_0335_output.txt,1.774,32.7,1.424,0.85,1.528,0.734,1.593,0.629,1.609,0.865,1.432,3.81,b,a,0
spice/generated/xor2_0336.cir,spice/outputs/xor2_0336_output.txt,1.606,92.7,0.805,1.207,0.998,1.61,0.818,1.32,1.626,1.323,1.435,19.85,a,b,1
spice/generated/xor2_0337.cir,spice/outputs/xor2_0337_output.txt,1.75,69.5,0.543,0.755,0.926,1.684,1.427,0.58,1.482,0.513,1.083,6.15,b,a,0
spice/generated/xor2_0338.cir,spice/outputs/xor2_0338_output.txt,1.411,103.1,1.149,0.847,1.071,1.965,0.649,0.973,1.8,1.297,0.78,10.51,b,a,0
spice/generated/xor2_0339.cir,spice/outputs/xor2_0339_output.txt,1.424,112.2,0.805,1.235,1.617,0.528,1.526,1.033,0.953,1.994,1.968,6.24,a,b,1
spice/generated/xor2_0340.cir,spice/outputs/xor2_0340_output.txt,1.927,106.9,1.315,0.544,1.332,0.92,0.728,1.846,1.485,0.632,1.073,19.25,a,b,1
spice/generated/xor2_0341.cir,spice/outputs/xor2_0341_output.txt,1.544,-14.8,1.471,1.865,0.994,1.313,0.81,0.708,1.312,1.7,1.794,6.87,a,b,1
spice/generated/xor2_0342.cir,spice/outputs/xor2_0342_output.txt,1.997,121.0,0.645,1.9,1.876,0.976,1.336,1.923,0.678,0.976,1.819,14.81,b,a,1
spice/generated/xor2_0343.cir,spice/outputs/xor2_0343_output.txt,1.977,10.1,1.246,1.733,1.455,1.608,0.728,0.782,0.697,0.539,1.979,12.72,a,b,0
spice/generated/xor2_0344.cir,spice/outputs/xor2_0344_output.txt,1.539,-35.7,0.579,1.67,0.701,1.769,1.203,1.474,0.776,1.081,1.211,4.11,a,b,0
spice/generated/xor2_0345.cir,spice/outputs/xor2_0345_output.txt,1.645,119.9,1.425,1.925,0.834,1.507,0.804,0.807,0.766,1.932,1.159,12.72,b,a,1
spice/generated/xor2_0346.cir,spice/outputs/xor2_0346_output.txt,1.933,30.5,1.276,1.412,1.736,1.58,1.091,1.909,1.358,1.304,1.462,14.38,a,b,0
spice/generated/xor2_0347.cir,spice/outputs/xor2_0347_output.txt,1.671,96.5,0.542,1.994,1.278,1.093,1.603,1.337,1.274,1.446,0.574,6.53,b,a,1
spice/generated/xor2_0348.cir,spice/outputs/xor2_0348_output.txt,1.864,7.2,0.666,0.942,1.879,1.535,1.856,1.195,1.469,0.636,1.251,4.42,a,b,1
spice/generated/xor2_0349.cir,spice/outputs/xor2_0349_output.txt,1.648,34.4,0.679,1.385,1.569,0.803,1.182,0.875,1.538,1.861,1.695,14.65,a,b,0
spice/generated/xor2_0350.cir,spice/outputs/xor2_0350_output.txt,1.468,34.2,0.863,1.286,1.076,1.687,1.267,1.925,1.068,1.071,1.652,18.33,a,b,0
spice/generated/xor2_0351.cir,spice/outputs/xor2_0351_output.txt,1.921,-10.5,1.212,1.129,0.964,1.653,1.169,1.44,0.676,0.697,0.804,12.83,b,a,0
spice/generated/xor2_0352.cir,spice/outputs/xor2_0352_output.txt,1.675,101.1,1.044,0.509,1.824,0.857,1.383,1.214,1.115,0.619,1.4,5.65,b,a,0
spice/generated/xor2_0353.cir,spice/outputs/xor2_0353_output.txt,1.429,-15.5,1.153,0.555,1.781,1.5,1.757,0.948,1.881,0.574,1.125,4.39,b,a,0
spice/generated/xor2_0354.cir,spice/outputs/xor2_0354_output.txt,1.98,83.6,0.86,0.554,1.653,0.984,1.846,1.73,1.638,1.765,0.597,9.95,a,b,1
spice/generated/xor2_0355.cir,spice/outputs/xor2_0355_output.txt,1.598,28.3,0.71,0.814,0.587,1.357,1.969,1.293,0.632,1.586,1.407,15.98,b,a,1
spice/generated/xor2_0356.cir,spice/outputs/xor2_0356_output.txt,1.765,12.2,1.025,1.993,1.031,0.695,1.344,1.28,1.448,1.239,0.77,12.58,b,a,0
spice/generated/xor2_0357.cir,spice/outputs/xor2_0357_output.txt,1.401,-36.0,1.125,0.677,1.772,1.699,1.998,1.121,1.001,1.341,1.456,1.21,a,b,1
spice/generated/xor2_0358.cir,spice/outputs/xor2_0358_output.txt,1.553,-28.8,0.8,1.325,1.651,0.671,1.0,1.094,1.353,1.94,1.748,4.69,b,a,1
spice/generated/xor2_0359.cir,spice/outputs/xor2_0359_output.txt,1.95,91.5,1.146,1.222,1.441,1.838,1.305,1.003,1.676,1.121,1.614,16.87,b,a,1
spice/generated/xor2_0360.cir,spice/outputs/xor2_0360_output.txt,1.733,-36.9,1.077,0.998,1.874,1.694,0.599,0.724,1.761,1.009,1.063,11.15,a,b,1
spice/generated/xor2_0361.cir,spice/outputs/xor2_0361_output.txt,1.512,-20.7,1.282,0.962,1.787,1.565,0.907,0.63,1.816,1.057,1.744,6.75,b,a,0
spice/generated/xor2_0362.cir,spice/outputs/xor2_0362_output.txt,1.467,89.5,1.278,1.87,1.166,0.537,1.224,1.25,0.785,1.885,1.599,10.95,b,a,0
spice/generated/xor2_0363.cir,spice/outputs/xor2_0363_output.txt,1.862,-23.8,1.482,1.274,1.989,0.808,0.555,1.081,1.797,0.674,0.966,1.84,a,b,1
spice/generated/xor2_0364.cir,spice/outputs/xor2_0364_output.txt,1.68,-32.4,1.021,1.488,0.969,1.366,0.968,1.838,0.981,0.789,0.915,7.06,b,a,0
spice/generated/xor2_0365.cir,spice/outputs/xor2_0365_output.txt,1.564,-14.0,0.614,1.937,1.339,0.654,1.314,1.324,0.907,1.915,1.706,11.91,a,b,0
spice/generated/xor2_0366.cir,spice/outputs/xor2_0366_output.txt,1.587,107.2,1.041,0.576,0.543,1.855,0.576,1.075,0.629,1.088,1.557,17.93,b,a,1
spice/generated/xor2_0367.cir,spice/outputs/xor2_0367_output.txt,1.587,94.9,1.213,1.506,1.3,1.961,1.634,1.199,0.698,1.719,1.88,9.9,b,a,1
spice/generated/xor2_0368.cir,spice/outputs/xor2_0368_output.txt,1.811,77.2,0.965,0.848,0.836,1.792,1.425,1.869,1.088,1.549,1.498,15.99,b,a,1
spice/generated/xor2_0369.cir,spice/outputs/xor2_0369_output.txt,1.693,-29.2,0.613,1.218,1.769,0.923,1.023,1.362,1.262,1.109,1.571,3.03,a,b,1
spice/generated/xor2_0370.cir,spice/outputs/xor2_0370_output.txt,1.72,26.1,0.913,1.431,1.322,1.961,1.076,1.011,1.721,1.386,1.676,9.27,b,a,0
spice/generated/xor2_0371.cir,spice/outputs/xor2_0371_output.txt,1.504,70.5,1.239,1.568,1.755,0.671,1.394,0.988,0.646,1.168,0.962,8.71,a,b,1
spice/generated/xor2_0372.cir,spice/outputs/xor2_0372_output.txt,1.596,66.4,0.561,0.826,0.708,1.371,1.632,1.715,1.636,1.491,1.179,6.54,b,a,0
spice/generated/xor2_0373.cir,spice/outputs/xor2_0373_output.txt,1.523,104.8,0.8,1.692,1.519,1.878,1.905,1.577,1.873,1.985,1.374,12.62,b,a,0
spice/generated/xor2_0374.cir,spice/outputs/xor2_0374_output.txt,1.912,-29.7,1.401,1.952,0.501,1.34,1.968,0.665,0.923,0.547,1.148,12.21,b,a,1
spice/generated/xor2_0375.cir,spice/outputs/xor2_0375_output.txt,1.644,31.8,0.711,0.76,0.709,1.333,1.765,1.04,1.126,0.933,1.809,3.39,a,b,0
spice/generated/xor2_0376.cir,spice/outputs/xor2_0376_output.txt,1.789,-16.2,1.385,1.487,1.962,0.704,0.706,1.709,1.79,1.84,1.543,18.68,a,b,1
spice/generated/xor2_0377.cir,spice/outputs/xor2_0377_output.txt,1.706,51.1,0.95,1.033,0.779,1.407,1.367,1.77,0.855,1.253,1.116,11.38,b,a,0
spice/generated/xor2_0378.cir,spice/outputs/xor2_0378_output.txt,1.987,53.7,1.205,0.67,1.222,1.536,0.713,1.597,1.975,1.976,1.668,9.83,a,b,0
spice/generated/xor2_0379.cir,spice/outputs/xor2_0379_output.txt,1.547,64.1,1.164,1.503,1.526,1.309,1.369,1.42,1.855,1.303,0.516,9.63,b,a,1
spice/generated/xor2_0380.cir,spice/outputs/xor2_0380_output.txt,1.653,118.5,1.298,0.934,0.553,1.884,1.624,1.59,1.346,0.592,1.21,4.21,a,b,1
spice/generated/xor2_0381.cir,spice/outputs/xor2_0381_output.txt,1.885,63.0,0.787,0.624,1.258,1.777,0.917,0.699,0.921,1.787,0.521,3.12,a,b,0
spice/generated/xor2_0382.cir,spice/outputs/xor2_0382_output.txt,1.795,21.0,0.675,1.674,0.854,0.771,1.291,0.55,1.976,1.951,1.393,16.61,b,a,1
spice/generated/xor2_0383.cir,spice/outputs/xor2_0383_output.txt,1.862,-0.7,0.94,1.456,0.816,1.602,1.018,1.463,1.633,0.674,0.751,8.58,b,a,1
spice/generated/xor2_0384.cir,spice/outputs/xor2_0384_output.txt,1.848,84.2,1.033,1.07,1.558,1.212,0.718,1.805,0.518,1.891,1.173,13.89,a,b,0
spice/generated/xor2_0385.cir,spice/outputs/xor2_0385_output.txt,1.951,65.2,1.456,1.148,1.877,1.788,1.002,0.901,0.647,1.482,1.087,15.69,a,b,0
spice/generated/xor2_0386.cir,spice/outputs/xor2_0386_output.txt,1.712,71.8,1.493,0.97,0.516,0.513,0.602,1.117,1.288,1.528,1.027,14.78,b,a,0
spice/generated/xor2_0387.cir,spice/outputs/xor2_0387_output.txt,1.42,62.2,0.557,1.391,1.841,0.825,1.399,0.683,1.937,0.63,1.407,8.14,a,b,0
spice/generated/xor2_0388.cir,spice/outputs/xor2_0388_output.txt,1.817,1.8,0.967,1.904,1.458,1.884,0.915,1.14,1.855,1.655,0.985,4.08,a,b,1
spice/generated/xor2_0389.cir,spice/outputs/xor2_0389_output.txt,1.866,23.2,0.833,0.59,1.933,0.897,1.161,1.238,1.893,1.415,0.768,10.35,a,b,1
spice/generated/xor2_0390.cir,spice/outputs/xor2_0390_output.txt,1.531,66.2,1.413,1.573,0.655,0.609,1.357,0.876,1.169,1.845,0.723,13.17,a,b,1
spice/generated/xor2_0391.cir,spice/outputs/xor2_0391_output.txt,1.56,75.5,1.405,1.362,1.273,1.91,1.236,1.154,1.766,1.671,1.678,11.26,a,b,1
spice/generated/xor2_0392.cir,spice/outputs/xor2_0392_output.txt,1.972,95.0,0.982,1.351,1.903,1.038,1.523,1.101,1.448,1.938,0.636,11.16,b,a,0
spice/generated/xor2_0393.cir,spice/outputs/xor2_0393_output.txt,1.905,85.5,0.79,0.805,1.332,1.951,1.491,0.948,1.085,0.66,1.533,10.24,b,a,0
spice/generated/xor2_0394.cir,spice/outputs/xor2_0394_output.txt,1.484,-8.1,1.22,1.389,1.234,0.594,1.311,0.962,1.301,1.751,1.174,19.92,a,b,1
spice/generated/xor2_0395.cir,spice/outputs/xor2_0395_output.txt,1.434,90.0,0.543,0.677,1.711,1.501,1.188,1.517,1.811,0.723,1.369,18.57,a,b,0
spice/generated/xor2_0396.cir,spice/outputs/xor2_0396_output.txt,1.693,-36.9,1.407,1.428,0.864,1.473,0.522,1.449,1.857,1.731,0.646,12.61,a,b,0
spice/generated/xor2_0397.cir,spice/outputs/xor2_0397_output.txt,1.469,58.2,1.116,0.595,0.804,1.006,1.754,1.607,1.103,0.681,1.526,11.37,b,a,0
spice/generated/xor2_0398.cir,spice/outputs/xor2_0398_output.txt,1.859,57.9,0.836,0.681,0.712,1.123,1.544,1.33,1.158,1.889,0.561,2.9,b,a,0
spice/generated/xor2_0399.cir,spice/outputs/xor2_0399_output.txt,1.409,40.3,0.506,0.769,0.634,1.478,1.83,1.124,1.711,1.659,1.539,4.92,b,a,1
spice/generated/xor2_0400.cir,spice/outputs/xor2_0400_output.txt,1.647,114.8,1.111,0.556,0.77,1.25,1.925,1.441,1.674,1.022,0.507,5.48,a,b,0
spice/generated/xor2_0401.cir,spice/outputs/xor2_0401_output.txt,1.771,102.4,1.487,1.261,1.196,1.44,0.812,0.58,0.669,0.724,1.766,18.32,b,a,0
spice/generated/xor2_0402.cir,spice/outputs/xor2_0402_output.txt,1.496,112.2,0.554,1.046,0.814,0.877,1.425,1.835,1.18,0.657,0.579,11.21,a,b,0
spice/generated/xor2_0403.cir,spice/outputs/xor2_0403_output.txt,1.691,-20.8,1.395,1.582,1.389,0.989,0.798,1.515,0.989,1.668,0.989,2.86,b,a,0
spice/generated/xor2_0404.cir,spice/outputs/xor2_0404_output.txt,1.625,-3.6,0.971,1.227,1.836,0.717,1.892,1.182,1.081,0.705,1.58,13.01,b,a,0
spice/generated/xor2_0405.cir,spice/outputs/xor2_0405_output.txt,1.602,-34.7,1.069,0.921,0.667,1.198,1.127,1.641,0.83,0.943,0.735,16.1,a,b,0
spice/generated/xor2_0406.cir,spice/outputs/xor2_0406_output.txt,1.452,101.4,0.989,1.993,1.387,1.755,0.919,1.595,1.604,0.87,0.991,12.01,a,b,0
spice/generated/xor2_0407.cir,spice/outputs/xor2_0407_output.txt,1.651,-32.7,1.491,1.6,1.256,1.139,1.091,1.715,1.545,0.647,1.243,2.58,a,b,1
spice/generated/xor2_0408.cir,spice/outputs/xor2_0408_output.txt,1.97,-18.1,0.796,1.471,0.636,1.22,0.957,1.555,1.787,1.621,0.537,9.64,a,b,1
spice/generated/xor2_0409.cir,spice/outputs/xor2_0409_output.txt,1.511,103.8,1.127,1.556,0.502,1.441,1.077,1.536,1.296,0.945,1.629,14.26,a,b,0
spice/generated/xor2_0410.cir,spice/outputs/xor2_0410_output.txt,1.772,15.4,1.432,1.272,1.865,1.046,0.577,1.074,1.198,0.561,1.05,13.32,a,b,0
spice/generated/xor2_0411.cir,spice/outputs/xor2_0411_output.txt,1.483,15.3,1.04,1.474,1.606,1.628,1.807,1.554,1.63,1.641,0.981,18.06,b,a,1
spice/generated/xor2_0412.cir,spice/outputs/xor2_0412_output.txt,1.433,21.5,0.952,1.252,1.744,1.205,1.298,1.738,1.849,1.178,1.052,13.79,a,b,0
spice/generated/xor2_0413.cir,spice/outputs/xor2_0413_output.txt,1.935,35.5,0.58,1.847,0.933,1.935,0.664,0.914,1.546,1.244,1.812,10.89,a,b,1
spice/generated/xor2_0414.cir,spice/outputs/xor2_0414_output.txt,1.65,72.6,1.432,1.211,1.13,1.607,0.532,0.784,0.533,1.703,1.752,10.87,b,a,1
spice/generated/xor2_0415.cir,spice/outputs/xor2_0415_output.txt,1.747,68.2,1.287,1.229,1.499,1.295,1.323,1.187,1.351,1.847,0.96,16.0,a,b,1
spice/generated/xor2_0416.cir,spice/outputs/xor2_0416_output.txt,1.623,7.5,1.346,0.723,0.927,1.934,1.428,0.741,1.303,0.773,0.763,14.45,a,b,0
spice/generated/xor2_0417.cir,spice/outputs/xor2_0417_output.txt,1.543,-33.2,0.817,0.69,0.891,0.777,1.344,0.552,0.975,1.016,1.059,11.26,a,b,1
spice/generated/xor2_0418.cir,spice/outputs/xor2_0418_output.txt,1.473,-35.9,1.431,1.653,1.922,1.892,0.734,1.955,1.319,1.261,1.471,6.62,b,a,0
spice/generated/xor2_0419.cir,spice/outputs/xor2_0419_output.txt,1.88,80.2,1.422,1.008,0.668,1.218,0.56,1.517,0.675,0.537,1.426,5.19,b,a,0
spice/generated/xor2_0420.cir,spice/outputs/xor2_0420_output.txt,1.596,60.3,0.695,1.29,1.672,1.651,0.794,0.625,1.774,1.516,1.936,19.54,b,a,0
spice/generated/xor2_0421.cir,spice/outputs/xor2_0421_output.txt,1.694,59.5,1.012,0.584,1.5,1.096,1.574,1.141,1.079,0.518,1.017,6.85,b,a,0
spice/generated/xor2_0422.cir,spice/outputs/xor2_0422_output.txt,1.529,106.5,1.242,1.123,1.164,0.746,1.592,1.847,1.593,1.121,1.753,12.36,a,b,0
spice/generated/xor2_0423.cir,spice/outputs/xor2_0423_output.txt,1.582,123.1,1.025,1.003,1.9,1.386,1.064,0.51,1.458,0.91,0.762,9.78,a,b,0
spice/generated/xor2_0424.cir,spice/outputs/xor2_0424_output.txt,1.512,23.0,1.054,0.563,1.739,1.752,0.956,1.339,1.195,0.54,0.504,5.99,b,a,0
spice/generated/xor2_0425.cir,spice/outputs/xor2_0425_output.txt,1.792,107.3,0.917,1.238,1.532,0.867,0.679,0.916,1.991,0.6,1.618,12.04,b,a,1
spice/generated/xor2_0426.cir,spice/outputs/xor2_0426_output.txt,1.777,38.5,1.194,0.679,1.269,1.363,1.768,0.744,0.588,0.98,1.817,3.57,a,b,0
spice/generated/xor2_0427.cir,spice/outputs/xor2_0427_output.txt,1.564,29.2,1.412,1.034,0.935,1.294,1.904,1.271,1.65,0.775,0.642,15.3,b,a,1
spice/generated/xor2_0428.cir,spice/outputs/xor2_0428_output.txt,1.896,73.0,0.801,1.528,1.533,0.644,1.37,1.735,0.519,1.277,1.06,10.21,b,a,0
spice/generated/xor2_0429.cir,spice/outputs/xor2_0429_output.txt,1.461,-14.5,0.721,0.783,1.846,1.42,1.747,1.288,1.298,1.327,1.634,3.17,b,a,0
spice/generated/xor2_0430.cir,spice/outputs/xor2_0430_output.txt,1.47,-18.3,0.517,1.022,1.537,0.709,1.163,1.981,1.285,1.955,0.758,6.79,a,b,0
spice/generated/xor2_0431.cir,spice/outputs/xor2_0431_output.txt,1.477,74.6,1.188,0.961,0.815,1.972,1.137,1.645,0.668,0.528,1.226,9.19,a,b,0
spice/generated/xor2_0432.cir,spice/outputs/xor2_0432_output.txt,1.42,68.9,1.093,1.204,1.863,0.565,0.952,0.515,0.645,0.686,1.403,12.16,a,b,0
spice/generated/xor2_0433.cir,spice/outputs/xor2_0433_output.txt,1.802,-35.2,0.646,1.619,0.916,1.37,1.028,1.783,1.671,1.419,1.257,2.3,a,b,0
spice/generated/xor2_0434.cir,spice/outputs/xor2_0434_output.txt,1.829,119.1,0.672,1.631,0.506,1.588,1.886,1.881,1.777,1.212,1.547,4.52,a,b,0
spice/generated/xor2_0435.cir,spice/outputs/xor2_0435_output.txt,1.901,121.9,0.924,1.271,1.111,1.642,0.971,1.199,1.28,1.244,1.042,6.48,a,b,0
spice/generated/xor2_0436.cir,spice/outputs/xor2_0436_output.txt,1.597,-20.9,0.784,1.401,0.968,1.964,1.166,1.331,0.936,1.783,0.783,2.32,b,a,1
spice/generated/xor2_0437.cir,spice/outputs/xor2_0437_output.txt,1.508,124.8,0.992,0.658,1.157,1.488,0.628,0.715,1.101,1.386,0.653,18.58,a,b,0
spice/generated/xor2_0438.cir,spice/outputs/xor2_0438_output.txt,1.618,-7.2,0.7,1.766,1.106,0.849,1.137,1.249,1.647,1.649,1.39,15.37,b,a,1
spice/generated/xor2_0439.cir,spice/outputs/xor2_0439_output.txt,1.685,59.5,0.904,1.227,0.918,1.652,0.662,0.876,1.246,1.443,0.702,2.89,a,b,0
spice/generated/xor2_0440.cir,spice/outputs/xor2_0440_output.txt,1.699,-35.6,0.679,1.407,0.99,0.954,1.435,1.64,1.492,1.28,1.238,9.85,b,a,1
spice/generated/xor2_0441.cir,spice/outputs/xor2_0441_output.txt,1.694,3.2,0.844,1.79,1.32,1.929,0.547,1.146,1.872,1.075,0.972,8.15,b,a,0
spice/generated/xor2_0442.cir,spice/outputs/xor2_0442_output.txt,1.42,51.8,1.36,0.955,1.559,1.237,0.702,1.574,1.231,0.664,1.513,13.54,b,a,1
spice/generated/xor2_0443.cir,spice/outputs/xor2_0443_output.txt,1.737,-14.2,0.556,0.895,1.387,1.067,1.515,1.65,0.927,0.592,1.386,3.44,b,a,1
spice/generated/xor2_0444.cir,spice/outputs/xor2_0444_output.txt,1.886,56.4,1.265,1.438,1.071,1.142,1.988,1.118,0.585,0.866,0.852,6.93,a,b,0
spice/generated/xor2_0445.cir,spice/outputs/xor2_0445_output.txt,1.921,-21.1,0.67,1.308,0.556,1.487,1.134,1.272,1.132,0.531,1.205,1.42,b,a,1
spice/generated/xor2_0446.cir,spice/outputs/xor2_0446_output.txt,1.742,13.2,0.598,1.233,1.536,0.809,1.245,1.717,1.501,0.75,0.949,19.42,a,b,1
spice/generated/xor2_0447.cir,spice/outputs/xor2_0447_output.txt,1.781,120.7,0.575,1.776,0.821,0.898,0.946,1.36,1.707,1.437,1.937,14.64,a,b,1
spice/generated/xor2_0448.cir,spice/outputs/xor2_0448_output.txt,1.564,53.5,1.031,1.141,1.021,0.615,1.736,1.257,0.95,1.495,0.97,8.87,b,a,1
spice/generated/xor2_0449.cir,spice/outputs/xor2_0449_output.txt,1.803,50.3,1.381,1.442,1.274,0.78,1.249,1.491,1.736,1.907,0.902,13.12,b,a,0
spice/generated/xor2_0450.cir,spice/outputs/xor2_0450_output.txt,1.713,20.1,0.648,0.726,1.528,0.95,1.153,0.978,1.745,0.597,0.805,8.84,b,a,0
spice/generated/xor2_0451.cir,spice/outputs/xor2_0451_output.txt,1.554,59.2,0.906,0.67,0.788,0.868,1.741,1.196,1.34,1.154,1.47,1.7,a,b,1
spice/generated/xor2_0452.cir,spice/outputs/xor2_0452_output.txt,1.482,2.6,1.304,1.488,0.764,1.779,1.946,1.229,0.53,1.789,0.626,12.43,a,b,1
spice/generated/xor2_0453.cir,spice/outputs/xor2_0453_output.txt,1.938,70.8,1.386,1.095,1.76,1.764,0.854,1.356,1.25,0.681,1.496,12.03,b,a,1
spice/generated/xor2_0454.cir,spice/outputs/xor2_0454_output.txt,1.931,-0.7,0.622,1.71,0.994,1.376,1.085,1.623,0.854,1.134,0.716,4.33,b,a,1
spice/generated/xor2_0455.cir,spice/outputs/xor2_0455_output.txt,1.645,102.4,0.556,1.3,1.549,0.669,1.319,1.212,0.87,0.917,1.676,3.75,b,a,1
spice/generated/xor2_0456.cir,spice/outputs/xor2_0456_output.txt,1.893,-36.5,1.467,1.409,1.762,1.493,1.911,1.536,1.683,0.86,1.329,6.88,b,a,0
spice/generated/xor2_0457.cir,spice/outputs/xor2_0457_output.txt,1.721,-1.0,0.942,0.512,1.941,1.891,1.877,0.951,1.904,1.635,0.946,17.33,a,b,1
spice/generated/xor2_0458.cir,spice/outputs/xor2_0458_output.txt,1.779,105.1,1.267,1.109,0.551,1.8,1.735,1.911,1.207,1.119,1.762,14.63,a,b,0
spice/generated/xor2_0459.cir,spice/outputs/xor2_0459_output.txt,1.819,43.5,0.852,1.403,1.72,1.607,1.18,0.541,0.578,1.462,1.445,16.03,a,b,0
spice/generated/xor2_0460.cir,spice/outputs/xor2_0460_output.txt,1.64,63.7,0.814,0.623,0.737,1.275,1.954,1.746,1.645,1.77,1.529,16.06,b,a,1
spice/generated/xor2_0461.cir,spice/outputs/xor2_0461_output.txt,1.687,81.3,0.761,1.531,1.74,1.699,0.798,1.122,0.773,1.815,1.917,17.8,a,b,0
spice/generated/xor2_0462.cir,spice/outputs/xor2_0462_output.txt,1.969,112.3,1.147,1.44,1.86,1.961,0.797,1.552,0.753,1.102,1.143,5.94,a,b,1
spice/generated/xor2_0463.cir,spice/outputs/xor2_0463_output.txt,1.502,53.6,0.514,1.289,1.66,1.892,1.741,1.241,0.837,0.805,1.919,16.45,b,a,1
spice/generated/xor2_0464.cir,spice/outputs/xor2_0464_output.txt,1.848,23.0,0.931,0.81,0.823,1.736,1.59,0.784,0.771,1.689,0.543,19.55,a,b,1
spice/generated/xor2_0465.cir,spice/outputs/xor2_0465_output.txt,1.944,21.0,1.184,1.187,0.515,0.7,0.985,1.54,1.53,1.57,1.563,14.99,b,a,0
