deck_file,output_file,vdd,temp,width_p1,width_p2,width_n1,width_n2,cload,switching_input,static_input,static_state
spice/generated/nor2_0401.cir,spice/outputs/nor2_0401_output.txt,1.654,22.1,1.023,0.878,1.2,1.516,16.66,b,a,0
spice/generated/nor2_0402.cir,spice/outputs/nor2_0402_output.txt,1.751,-38.8,1.999,1.95,1.759,1.342,12.28,b,a,0
spice/generated/nor2_0403.cir,spice/outputs/nor2_0403_output.txt,1.579,-22.2,0.596,1.983,1.461,1.792,5.96,b,a,0
spice/generated/nor2_0404.cir,spice/outputs/nor2_0404_output.txt,1.513,45.4,0.86,0.585,1.786,1.715,8.68,b,a,0
spice/generated/nor2_0405.cir,spice/outputs/nor2_0405_output.txt,1.808,79.0,1.483,1.996,0.889,1.128,8.38,a,b,0
spice/generated/nor2_0406.cir,spice/outputs/nor2_0406_output.txt,1.75,124.1,1.724,1.015,1.57,1.529,13.13,b,a,0
spice/generated/nor2_0407.cir,spice/outputs/nor2_0407_output.txt,1.944,70.9,1.261,1.768,1.761,1.815,4.44,a,b,0
spice/generated/nor2_0408.cir,spice/outputs/nor2_0408_output.txt,1.682,82.3,1.588,1.339,1.869,1.92,18.09,a,b,0
spice/generated/nor2_0409.cir,spice/outputs/nor2_0409_output.txt,1.533,-3.2,1.807,1.131,1.83,1.058,12.13,b,a,0
spice/generated/nor2_0410.cir,spice/outputs/nor2_0410_output.txt,1.911,37.6,1.8,1.375,1.916,0.607,17.9,a,b,0
spice/generated/nor2_0411.cir,spice/outputs/nor2_0411_output.txt,1.92,23.0,0.948,0.581,1.781,0.706,4.81,b,a,0
spice/generated/nor2_0412.cir,spice/outputs/nor2_0412_output.txt,1.992,107.3,1.98,0.715,1.794,0.771,2.54,b,a,0
spice/generated/nor2_0413.cir,spice/outputs/nor2_0413_output.txt,1.779,-10.8,1.452,0.507,0.91,1.642,4.2,a,b,0
spice/generated/nor2_0414.cir,spice/outputs/nor2_0414_output.txt,1.694,86.0,0.632,1.422,1.45,1.105,19.34,b,a,0
spice/generated/nor2_0415.cir,spice/outputs/nor2_0415_output.txt,1.403,48.1,1.596,1.925,1.838,1.635,11.09,a,b,0
spice/generated/nor2_0416.cir,spice/outputs/nor2_0416_output.txt,1.806,63.4,0.873,1.54,1.017,0.693,8.29,b,a,0
spice/generated/nor2_0417.cir,spice/outputs/nor2_0417_output.txt,1.5,95.9,0.947,0.936,1.592,1.395,7.42,a,b,0
spice/generated/nor2_0418.cir,spice/outputs/nor2_0418_output.txt,1.606,108.7,1.039,0.783,1.922,1.877,8.66,a,b,0
spice/generated/nor2_0419.cir,spice/outputs/nor2_0419_output.txt,1.535,122.5,0.817,0.533,1.257,0.685,14.51,a,b,0
spice/generated/nor2_0420.cir,spice/outputs/nor2_0420_output.txt,1.625,65.7,1.657,1.435,1.391,0.572,3.05,a,b,0
spice/generated/nor2_0421.cir,spice/outputs/nor2_0421_output.txt,1.429,-20.9,1.166,0.685,0.879,1.553,4.9,a,b,0
spice/generated/nor2_0422.cir,spice/outputs/nor2_0422_output.txt,1.581,69.2,1.494,0.905,1.408,0.706,16.78,a,b,0
spice/generated/nor2_0423.cir,spice/outputs/nor2_0423_output.txt,1.707,61.9,0.924,1.677,1.247,1.414,15.78,a,b,0
spice/generated/nor2_0424.cir,spice/outputs/nor2_0424_output.txt,1.615,27.6,0.741,1.322,1.866,1.532,10.13,a,b,0
spice/generated/nor2_0425.cir,spice/outputs/nor2_0425_output.txt,1.402,70.8,1.86,1.753,1.504,0.724,2.71,a,b,0
spice/generated/nor2_0426.cir,spice/outputs/nor2_0426_output.txt,1.834,-23.3,0.884,0.847,1.983,0.944,9.82,a,b,0
spice/generated/nor2_0427.cir,spice/outputs/nor2_0427_output.txt,1.888,104.2,1.778,1.04,1.515,1.139,3.2,a,b,0
spice/generated/nor2_0428.cir,spice/outputs/nor2_0428_output.txt,1.406,-17.2,1.471,0.993,1.842,1.933,6.1,a,b,0
spice/generated/nor2_0429.cir,spice/outputs/nor2_0429_output.txt,1.624,16.5,0.671,1.1,1.185,1.754,14.11,b,a,0
spice/generated/nor2_0430.cir,spice/outputs/nor2_0430_output.txt,1.88,67.1,1.695,0.67,1.544,0.588,18.91,a,b,0
spice/generated/nor2_0431.cir,spice/outputs/nor2_0431_output.txt,1.462,110.4,1.224,1.353,1.157,1.417,15.8,a,b,0
spice/generated/nor2_0432.cir,spice/outputs/nor2_0432_output.txt,1.918,105.2,1.591,1.838,1.225,1.232,17.86,b,a,0
spice/generated/nor2_0433.cir,spice/outputs/nor2_0433_output.txt,1.428,3.2,0.971,1.557,1.517,1.651,11.96,a,b,0
spice/generated/nor2_0434.cir,spice/outputs/nor2_0434_output.txt,1.987,70.5,1.007,1.285,1.551,0.643,13.57,a,b,0
spice/generated/nor2_0435.cir,spice/outputs/nor2_0435_output.txt,1.689,69.5,1.462,0.723,1.74,1.838,12.65,a,b,0
spice/generated/nor2_0436.cir,spice/outputs/nor2_0436_output.txt,1.786,-14.1,1.773,1.778,1.804,0.612,10.34,a,b,0
spice/generated/nor2_0437.cir,spice/outputs/nor2_0437_output.txt,1.599,5.9,1.26,1.326,1.068,1.726,2.5,b,a,0
spice/generated/nor2_0438.cir,spice/outputs/nor2_0438_output.txt,1.881,33.9,1.785,1.171,0.678,1.246,13.41,a,b,0
spice/generated/nor2_0439.cir,spice/outputs/nor2_0439_output.txt,1.642,-34.1,1.324,1.739,1.688,1.945,13.11,a,b,0
spice/generated/nor2_0440.cir,spice/outputs/nor2_0440_output.txt,1.793,35.3,1.011,1.738,1.725,1.766,7.31,b,a,0
spice/generated/nor2_0441.cir,spice/outputs/nor2_0441_output.txt,1.83,19.9,1.179,0.646,1.488,0.503,7.75,b,a,0
spice/generated/nor2_0442.cir,spice/outputs/nor2_0442_output.txt,1.729,21.7,0.659,1.845,1.239,1.733,15.11,b,a,0
spice/generated/nor2_0443.cir,spice/outputs/nor2_0443_output.txt,1.464,60.8,0.781,1.895,1.089,1.186,15.85,b,a,0
spice/generated/nor2_0444.cir,spice/outputs/nor2_0444_output.txt,1.465,28.4,1.89,1.756,1.383,1.658,9.56,a,b,0
spice/generated/nor2_0445.cir,spice/outputs/nor2_0445_output.txt,1.978,-39.3,1.604,1.33,1.149,1.378,18.56,a,b,0
spice/generated/nor2_0446.cir,spice/outputs/nor2_0446_output.txt,1.815,-11.3,1.723,0.655,1.486,1.409,7.12,b,a,0
spice/generated/nor2_0447.cir,spice/outputs/nor2_0447_output.txt,1.651,60.5,1.539,0.872,1.097,1.014,6.59,a,b,0
spice/generated/nor2_0448.cir,spice/outputs/nor2_0448_output.txt,1.483,59.4,1.83,1.268,1.765,1.322,6.96,a,b,0
spice/generated/nor2_0449.cir,spice/outputs/nor2_0449_output.txt,1.521,63.0,0.936,1.018,1.509,1.972,13.35,a,b,0
spice/generated/nor2_0450.cir,spice/outputs/nor2_0450_output.txt,1.702,74.6,0.984,0.673,1.028,1.221,11.84,b,a,0
spice/generated/nor2_0451.cir,spice/outputs/nor2_0451_output.txt,1.805,107.5,1.301,1.816,1.134,0.519,3.02,b,a,0
spice/generated/nor2_0452.cir,spice/outputs/nor2_0452_output.txt,1.487,70.6,0.8,1.625,0.741,0.93,5.76,a,b,0
spice/generated/nor2_0453.cir,spice/outputs/nor2_0453_output.txt,1.814,8.7,1.63,0.548,1.721,0.654,17.49,a,b,0
spice/generated/nor2_0454.cir,spice/outputs/nor2_0454_output.txt,1.845,52.6,0.856,1.676,1.698,0.931,13.63,b,a,0
spice/generated/nor2_0455.cir,spice/outputs/nor2_0455_output.txt,1.633,117.9,1.964,0.969,1.328,0.519,5.78,b,a,0
spice/generated/nor2_0456.cir,spice/outputs/nor2_0456_output.txt,1.898,110.4,1.557,1.471,1.633,1.32,12.46,a,b,0
spice/generated/nor2_0457.cir,spice/outputs/nor2_0457_output.txt,1.577,-10.7,1.524,0.78,0.761,1.271,8.17,b,a,0
spice/generated/nor2_0458.cir,spice/outputs/nor2_0458_output.txt,1.567,3.6,0.741,1.769,0.508,1.199,18.81,a,b,0
spice/generated/nor2_0459.cir,spice/outputs/nor2_0459_output.txt,1.492,13.2,0.576,1.899,1.423,1.493,10.32,b,a,0
spice/generated/nor2_0460.cir,spice/outputs/nor2_0460_output.txt,1.444,76.8,1.288,1.935,1.281,1.679,4.03,b,a,0
spice/generated/nor2_0461.cir,spice/outputs/nor2_0461_output.txt,1.455,-3.5,0.82,0.998,1.041,0.828,15.3,b,a,0
spice/generated/nor2_0462.cir,spice/outputs/nor2_0462_output.txt,1.998,95.9,1.972,0.513,1.503,1.169,18.19,a,b,0
spice/generated/nor2_0463.cir,spice/outputs/nor2_0463_output.txt,1.975,72.6,0.981,1.874,1.917,1.079,11.26,b,a,0
spice/generated/nor2_0464.cir,spice/outputs/nor2_0464_output.txt,1.415,45.3,1.656,1.271,1.263,1.23,6.63,a,b,0
spice/generated/nor2_0465.cir,spice/outputs/nor2_0465_output.txt,1.592,-26.4,0.644,1.957,1.66,1.3,12.91,a,b,0
spice/generated/nor2_0466.cir,spice/outputs/nor2_0466_output.txt,1.802,87.6,1.797,1.136,0.656,1.307,14.35,b,a,0
spice/generated/nor2_0467.cir,spice/outputs/nor2_0467_output.txt,1.788,115.1,1.62,0.731,1.189,0.998,2.66,a,b,0
spice/generated/nor2_0468.cir,spice/outputs/nor2_0468_output.txt,1.507,1.6,0.606,1.732,1.866,1.111,9.57,b,a,0
spice/generated/nor2_0469.cir,spice/outputs/nor2_0469_output.txt,1.66,-37.2,1.51,1.302,1.462,1.428,15.36,a,b,0
spice/generated/nor2_0470.cir,spice/outputs/nor2_0470_output.txt,1.821,-28.0,1.892,0.659,1.68,0.952,2.64,b,a,0
spice/generated/nor2_0471.cir,spice/outputs/nor2_0471_output.txt,1.629,95.7,0.546,0.734,0.83,1.62,16.14,b,a,0
spice/generated/nor2_0472.cir,spice/outputs/nor2_0472_output.txt,1.976,-16.2,1.516,1.871,1.693,1.594,8.09,a,b,0
spice/generated/nor2_0473.cir,spice/outputs/nor2_0473_output.txt,1.732,51.6,0.685,0.508,1.395,1.306,18.99,b,a,0
spice/generated/nor2_0474.cir,spice/outputs/nor2_0474_output.txt,1.526,82.3,1.589,0.818,1.858,1.777,3.71,a,b,0
spice/generated/nor2_0475.cir,spice/outputs/nor2_0475_output.txt,1.532,97.7,0.791,0.772,1.699,1.778,17.18,b,a,0
spice/generated/nor2_0476.cir,spice/outputs/nor2_0476_output.txt,1.787,-27.9,1.508,0.876,0.796,1.371,19.08,b,a,0
spice/generated/nor2_0477.cir,spice/outputs/nor2_0477_output.txt,1.477,68.2,0.65,1.429,1.85,0.977,9.56,b,a,0
spice/generated/nor2_0478.cir,spice/outputs/nor2_0478_output.txt,1.816,-14.9,1.35,1.712,1.938,0.753,6.95,a,b,0
spice/generated/nor2_0479.cir,spice/outputs/nor2_0479_output.txt,1.827,65.7,0.915,1.039,1.519,0.997,10.12,b,a,0
spice/generated/nor2_0480.cir,spice/outputs/nor2_0480_output.txt,1.615,10.4,1.328,0.764,1.41,1.763,17.32,a,b,0
spice/generated/nor2_0481.cir,spice/outputs/nor2_0481_output.txt,1.935,-7.6,1.6,1.44,1.591,1.838,17.14,a,b,0
spice/generated/nor2_0482.cir,spice/outputs/nor2_0482_output.txt,1.888,55.5,1.654,0.819,0.555,0.891,17.99,b,a,0
spice/generated/nor2_0483.cir,spice/outputs/nor2_0483_output.txt,1.792,-15.5,1.089,1.837,1.384,1.786,3.54,a,b,0
spice/generated/nor2_0484.cir,spice/outputs/nor2_0484_output.txt,1.638,42.9,1.494,1.772,1.71,1.421,4.15,a,b,0
spice/generated/nor2_0485.cir,spice/outputs/nor2_0485_output.txt,1.668,-10.4,1.923,1.489,1.952,1.604,10.19,b,a,0
spice/generated/nor2_0486.cir,spice/outputs/nor2_0486_output.txt,1.424,85.6,0.848,0.897,0.851,1.503,10.84,b,a,0
spice/generated/nor2_0487.cir,spice/outputs/nor2_0487_output.txt,1.633,111.5,1.822,0.56,1.473,0.655,19.4,b,a,0
spice/generated/nor2_0488.cir,spice/outputs/nor2_0488_output.txt,1.901,3.4,1.317,0.761,1.481,1.048,13.41,a,b,0
spice/generated/nor2_0489.cir,spice/outputs/nor2_0489_output.txt,1.71,22.1,1.861,1.275,1.029,1.802,10.25,b,a,0
spice/generated/nor2_0490.cir,spice/outputs/nor2_0490_output.txt,1.932,-38.9,1.823,1.16,0.845,1.272,6.34,a,b,0
spice/generated/nor2_0491.cir,spice/outputs/nor2_0491_output.txt,1.512,19.8,1.576,0.677,0.846,1.717,14.68,b,a,0
spice/generated/nor2_0492.cir,spice/outputs/nor2_0492_output.txt,1.805,39.0,1.386,1.471,1.116,0.866,3.43,a,b,0
spice/generated/nor2_0493.cir,spice/outputs/nor2_0493_output.txt,1.481,44.6,1.836,0.72,0.75,1.884,10.82,b,a,0
spice/generated/nor2_0494.cir,spice/outputs/nor2_0494_output.txt,1.76,53.0,0.528,1.579,1.493,0.925,2.63,b,a,0
spice/generated/nor2_0495.cir,spice/outputs/nor2_0495_output.txt,1.764,37.8,1.223,0.829,1.116,0.714,12.07,a,b,0
spice/generated/nor2_0496.cir,spice/outputs/nor2_0496_output.txt,1.774,44.3,0.752,1.528,1.884,1.395,2.31,b,a,0
spice/generated/nor2_0497.cir,spice/outputs/nor2_0497_output.txt,1.631,-22.1,0.804,1.789,1.257,1.13,3.84,a,b,0
spice/generated/nor2_0498.cir,spice/outputs/nor2_0498_output.txt,1.506,108.8,1.4,1.817,1.297,1.629,2.77,a,b,0
spice/generated/nor2_0499.cir,spice/outputs/nor2_0499_output.txt,1.941,49.0,0.502,1.907,1.518,1.147,8.99,a,b,0
